student_id,course_id,satisfaction,contribution,general_sentiment
555,1006,4.9,4.8,3.9
1069,1267,2.9,3.8,4.6
855,1007,4.8,3.8,4.4
790,1251,4.7,4.4,3.4
186,1136,4.6,3.1,4.6
806,1226,3.3,4.4,3.6
84,1082,4.6,2.8,3.2
174,1137,3.0,4.1,3.6
1261,1186,3.9,3.9,2.8
542,1206,2.8,3.5,4.6
705,1254,3.2,4.3,4.6
139,1166,3.0,4.9,4.0
1178,1009,4.4,4.8,3.8
893,1227,3.0,3.7,4.1
881,1181,3.4,3.8,4.3
896,1207,3.0,3.2,3.7
927,1015,2.5,3.1,3.1
1018,1216,2.5,2.5,4.8
1045,1109,4.9,3.4,3.8
122,1210,4.1,3.5,2.6
4,1057,3.9,3.5,3.4
1101,1119,4.5,4.9,4.8
900,1253,2.7,4.6,4.7
786,1218,3.1,2.7,2.6
967,1039,4.1,3.6,2.8
656,1253,3.2,3.2,2.5
1357,1261,4.3,3.7,4.0
585,1112,4.3,2.7,3.0
547,1214,3.2,5.0,3.1
1270,1247,3.9,2.7,4.1
134,1085,4.3,3.3,4.9
660,1248,4.8,2.9,3.2
1107,1065,4.9,2.6,4.3
408,1246,3.9,2.9,3.5
583,1046,3.1,4.8,3.5
1428,1256,3.0,3.4,5.0
929,1006,4.6,4.5,3.0
532,1009,2.5,4.6,4.2
769,1110,4.2,2.9,2.7
1364,1243,3.8,4.1,2.6
1344,1232,3.3,3.8,2.7
351,1237,3.5,2.6,2.5
222,1121,3.9,3.6,4.1
1339,1242,2.6,4.8,4.4
545,1265,2.6,3.3,4.5
345,1253,3.5,4.5,4.3
63,1244,2.7,3.4,3.5
1284,1209,3.9,2.6,3.3
1313,1169,3.7,3.3,2.6
15,1235,3.7,2.8,4.9
1293,1269,3.9,2.5,4.5
864,1133,3.0,3.7,3.0
844,1162,4.4,4.1,2.9
373,1059,2.7,3.0,4.5
24,1132,3.9,4.4,3.7
1126,1229,2.7,3.5,2.9
612,1147,2.8,4.5,3.1
406,1141,4.7,4.3,3.2
339,1157,3.5,2.8,3.7
882,1268,3.9,3.9,5.0
675,1268,2.7,4.6,3.6
1323,1220,3.3,3.5,5.0
503,1201,2.9,3.1,3.3
380,1117,4.6,4.8,2.8
274,1213,3.4,2.7,3.5
230,1133,2.9,3.0,4.8
392,1184,3.2,2.7,4.9
933,1004,4.8,4.2,2.5
1108,1007,3.2,4.4,3.6
1064,1227,4.6,4.7,3.4
121,1238,2.6,4.2,3.6
397,1243,4.1,3.3,3.1
189,1140,2.8,3.5,4.1
637,1233,4.0,3.3,3.9
410,1001,4.9,4.2,3.2
72,1111,3.4,4.2,4.0
412,1009,3.4,3.5,2.8
95,1253,2.8,4.2,3.3
253,1241,4.8,4.0,4.6
633,1256,2.9,3.6,4.7
415,1067,5.0,4.3,4.3
62,1249,4.5,4.7,3.1
592,1259,3.9,4.5,4.8
181,1050,3.8,3.6,3.0
1354,1214,3.4,2.6,2.5
1098,1226,3.8,3.3,3.1
389,1207,3.8,3.1,4.6
790,1247,3.9,2.7,3.9
973,1072,3.9,3.7,4.0
573,1005,3.9,2.7,3.3
719,1213,2.6,3.9,4.3
1355,1018,3.8,4.6,4.7
60,1009,4.9,3.5,4.9
145,1240,4.1,4.6,4.5
79,1204,4.9,3.2,3.2
945,1236,3.6,3.6,4.9
1433,1193,3.8,2.8,3.9
831,1006,3.8,3.3,3.6
926,1250,2.9,4.6,2.9
170,1180,5.0,3.0,4.3
965,1278,4.2,4.4,4.7
126,1046,3.4,3.3,4.7
574,1232,4.4,2.5,2.6
651,1276,3.9,3.4,4.5
475,1226,4.4,5.0,3.6
383,1119,4.0,4.0,2.5
453,1258,3.8,4.4,3.9
682,1175,2.7,3.1,3.5
679,1248,2.5,3.9,4.6
156,1079,2.7,3.9,4.4
1378,1255,2.9,3.1,4.2
564,1257,3.0,3.6,4.6
662,1046,4.2,4.9,3.9
1174,1003,3.6,4.3,2.6
751,1217,2.5,4.5,3.3
888,1001,3.9,4.6,2.7
377,1000,4.6,4.8,3.6
536,1178,5.0,3.5,2.6
33,1203,2.6,4.0,4.6
291,1253,4.0,3.2,3.0
999,1033,3.6,4.7,4.3
901,1268,3.1,3.6,4.8
1399,1235,3.8,2.7,2.7
6,1035,4.0,4.1,4.2
271,1005,3.3,2.9,3.9
105,1225,4.5,2.9,2.5
953,1079,4.1,4.5,4.2
891,1212,2.7,3.0,4.4
17,1240,3.2,3.5,3.6
1157,1003,3.4,3.9,4.0
1144,1036,3.2,4.7,3.2
1000,1061,3.5,3.6,4.3
1455,1246,2.7,3.9,3.2
794,1124,4.1,2.5,2.8
583,1068,4.4,4.8,4.2
824,1237,2.9,2.8,3.1
458,1109,3.6,4.8,3.2
24,1118,2.5,4.9,3.5
1356,1253,2.6,3.4,4.7
912,1180,3.7,4.2,4.8
1182,1245,3.7,4.5,3.4
575,1072,4.9,3.5,2.9
1064,1234,4.8,3.4,3.6
795,1225,2.5,2.7,4.0
244,1002,5.0,3.9,2.8
1449,1000,4.3,2.8,2.8
24,1143,3.5,2.7,2.9
1021,1005,4.1,3.3,3.9
1358,1109,3.2,4.7,3.5
603,1002,4.7,2.7,4.0
1108,1005,3.0,3.2,3.5
1113,1179,2.6,2.8,3.1
221,1214,2.9,2.7,2.7
142,1117,4.7,4.8,3.0
715,1243,4.8,3.9,5.0
954,1133,4.1,2.7,2.7
1302,1197,2.6,4.8,4.9
265,1269,4.3,2.5,4.3
304,1261,3.6,3.3,4.9
102,1249,4.4,4.3,4.9
1082,1244,3.1,3.5,2.6
1442,1142,4.7,4.1,4.7
313,1042,4.9,3.5,3.0
238,1143,4.1,3.5,4.9
546,1232,2.8,2.7,3.1
926,1243,3.4,4.3,4.5
747,1236,5.0,4.9,3.3
396,1092,4.6,3.1,3.4
676,1191,4.9,2.7,5.0
782,1225,3.8,2.9,3.3
1265,1015,2.8,4.2,4.6
845,1143,4.2,3.0,3.6
489,1024,2.5,3.5,3.5
509,1201,4.5,4.8,4.8
1187,1199,4.5,4.9,4.6
178,1238,3.2,2.7,4.8
284,1105,4.7,4.7,3.5
970,1123,3.9,3.8,4.6
573,1004,4.5,3.2,3.7
879,1027,2.7,2.9,2.7
1186,1277,3.0,2.5,3.5
1388,1236,4.8,4.5,3.3
1480,1176,3.9,5.0,4.9
474,1009,2.8,3.3,3.2
1191,1227,3.0,2.6,4.3
789,1257,4.7,4.4,3.9
1120,1270,4.9,2.9,3.3
174,1127,4.1,4.6,4.0
1464,1077,4.4,2.9,3.1
1378,1262,4.5,2.5,3.5
640,1200,4.2,4.5,4.1
426,1258,2.7,2.8,4.2
1331,1047,4.0,4.4,3.9
232,1273,2.7,2.9,3.1
80,1252,4.6,3.6,3.3
663,1262,3.3,4.0,3.2
1373,1180,4.7,3.8,2.9
1373,1185,2.7,3.8,4.0
344,1158,3.5,2.6,3.5
1302,1201,3.1,4.4,3.4
22,1063,2.7,2.8,2.6
1484,1051,2.7,4.5,3.4
120,1122,3.0,4.4,2.7
113,1079,4.3,3.1,2.6
682,1147,4.3,2.6,4.0
367,1107,4.9,3.6,4.6
603,1004,3.1,2.9,4.3
125,1123,4.1,3.8,2.6
36,1162,2.6,2.9,5.0
136,1262,3.0,4.0,3.9
957,1161,4.0,4.0,4.9
558,1270,2.7,4.5,2.6
685,1216,2.5,3.2,4.8
969,1186,4.5,3.1,4.4
1052,1197,3.7,2.7,4.6
56,1215,4.4,3.9,2.6
406,1143,4.4,4.7,4.4
371,1223,4.7,2.9,5.0
877,1242,3.4,4.3,4.9
961,1271,5.0,4.3,3.1
1231,1172,4.0,3.2,4.9
490,1259,3.7,3.8,4.7
550,1166,4.8,4.1,2.7
715,1242,4.9,3.4,3.3
51,1254,2.9,2.8,3.7
778,1006,2.9,3.8,4.7
667,1002,3.6,4.4,3.7
686,1201,4.4,4.0,2.6
35,1172,3.1,2.8,3.5
814,1064,3.6,3.9,3.8
729,1245,4.4,3.7,4.6
577,1276,2.8,3.0,4.0
826,1208,4.4,4.1,3.5
494,1185,3.7,4.4,3.8
745,1068,3.7,4.6,2.6
689,1252,4.7,3.9,2.8
146,1246,4.8,3.0,3.2
1020,1216,2.5,4.3,3.9
108,1052,4.5,3.7,4.9
1083,1125,2.6,2.9,3.1
1167,1117,4.7,3.0,4.4
43,1016,3.0,3.5,3.0
1437,1253,4.9,2.8,4.0
1217,1097,4.5,3.5,4.2
1189,1035,3.5,3.4,3.6
518,1232,3.5,3.7,3.5
491,1259,3.6,4.2,2.7
654,1124,4.0,2.8,3.9
848,1139,5.0,4.8,4.2
1267,1201,4.8,4.9,2.7
1059,1008,2.6,2.8,3.5
245,1136,3.2,2.9,2.7
412,1006,3.7,2.5,3.0
549,1252,2.6,4.9,4.5
111,1236,3.8,3.1,4.5
687,1236,3.2,3.0,4.4
1275,1264,2.8,3.8,3.1
1188,1001,2.8,3.9,3.2
791,1225,2.7,2.6,3.3
691,1271,2.8,3.6,4.5
1053,1121,2.7,2.5,4.6
1036,1098,2.6,2.8,4.8
404,1203,3.4,4.3,4.4
1135,1261,4.3,5.0,4.2
266,1010,3.5,4.5,3.1
596,1250,4.7,4.0,3.3
1372,1247,3.3,2.7,2.5
456,1253,2.5,2.8,4.4
678,1226,4.8,3.6,4.4
1392,1241,2.9,3.8,4.5
962,1117,4.5,4.6,2.8
1330,1162,3.7,3.9,3.3
1222,1255,4.4,4.7,2.8
202,1245,4.4,4.8,4.8
1077,1179,3.3,2.7,3.1
1333,1133,3.4,3.9,3.8
1457,1241,3.4,3.1,3.4
786,1211,4.8,2.6,4.2
330,1132,4.0,2.9,4.3
549,1244,2.5,3.2,3.2
297,1199,4.4,4.6,3.4
1030,1207,3.2,4.4,3.7
232,1269,2.6,2.7,2.8
1014,1162,3.7,2.7,3.8
1106,1264,2.8,3.5,3.2
1302,1202,4.1,3.8,4.1
496,1079,3.1,4.2,2.7
869,1111,2.7,3.3,4.9
1102,1228,3.8,4.4,4.7
850,1232,3.2,2.7,3.3
569,1189,4.6,4.3,4.2
113,1109,3.5,2.9,2.9
1252,1247,3.1,4.4,4.2
610,1064,3.5,2.9,3.6
1436,1173,3.9,4.6,5.0
866,1249,3.6,3.6,2.8
114,1189,3.6,4.7,4.2
892,1066,2.9,4.9,4.6
1245,1218,4.3,4.9,3.0
29,1059,3.9,4.8,3.7
1473,1165,4.2,3.4,2.8
1171,1130,4.7,3.6,3.8
247,1139,3.7,2.6,4.7
915,1253,4.2,4.5,3.8
350,1197,4.8,5.0,4.0
429,1003,3.1,2.6,3.3
962,1122,3.4,3.1,2.5
604,1086,4.5,4.2,4.9
1009,1192,4.0,2.9,3.0
1451,1007,3.5,2.7,4.8
1334,1207,4.0,3.6,4.9
216,1273,4.4,3.3,4.2
423,1243,4.3,3.5,2.6
67,1022,3.7,4.0,3.7
313,1065,4.3,3.4,2.9
431,1230,4.6,4.0,4.7
340,1178,3.1,4.5,3.1
200,1074,4.6,3.7,4.7
298,1253,4.4,2.8,4.3
1183,1141,3.0,4.3,2.9
54,1083,4.1,3.7,2.8
657,1004,2.7,3.7,3.4
380,1138,4.7,3.6,2.8
897,1192,3.7,3.6,2.6
902,1119,3.2,4.0,3.9
1326,1108,2.8,3.2,3.9
830,1138,3.9,3.1,3.4
82,1068,4.8,4.6,4.9
1190,1225,2.5,4.0,4.5
1041,1229,3.0,4.7,4.4
1243,1132,5.0,5.0,4.5
1460,1217,2.5,5.0,4.7
8,1227,3.0,3.5,3.7
970,1132,2.7,3.6,2.6
1390,1020,2.7,3.7,4.7
1164,1123,2.5,3.0,5.0
916,1181,3.5,3.0,4.7
702,1074,2.6,3.4,2.5
1136,1181,2.6,4.0,3.0
116,1267,3.5,3.6,3.1
1070,1100,3.2,3.9,4.6
1458,1065,4.7,3.6,3.9
989,1007,4.5,3.6,3.1
179,1002,3.9,3.8,4.9
1005,1027,2.6,3.5,4.8
307,1139,3.2,2.9,3.4
665,1130,4.3,4.5,3.9
1148,1254,2.8,4.0,4.3
1324,1122,3.1,3.7,2.9
181,1065,4.4,3.0,4.7
442,1257,2.9,3.9,4.6
448,1227,3.1,4.1,3.2
1009,1215,4.4,4.5,2.6
889,1140,4.6,4.3,3.6
664,1119,4.1,4.6,3.6
1179,1219,2.9,4.1,3.4
1444,1008,3.0,3.7,4.1
230,1136,4.1,3.4,3.6
856,1161,2.5,4.6,3.6
1234,1202,4.5,3.5,3.7
252,1260,3.4,3.5,4.7
212,1001,2.9,3.9,4.2
648,1244,4.8,3.9,4.6
54,1095,2.9,2.6,3.0
620,1257,2.7,3.4,4.6
961,1267,3.2,4.5,4.0
655,1009,3.2,3.9,4.8
570,1075,4.0,2.9,2.9
1231,1164,4.9,3.1,2.9
1209,1260,4.9,3.1,2.7
940,1132,2.9,3.4,4.1
61,1276,3.3,4.6,2.6
847,1243,4.0,4.3,5.0
625,1166,3.2,4.5,4.2
793,1103,2.6,4.6,4.0
914,1095,4.5,4.5,3.2
1294,1244,4.5,4.1,4.4
979,1018,3.1,4.7,3.2
1100,1079,3.1,4.8,4.0
671,1275,2.8,4.5,2.6
52,1053,3.9,4.4,5.0
554,1252,3.1,2.8,4.9
1435,1076,3.2,3.2,2.9
431,1232,3.9,3.6,3.3
908,1122,4.0,3.3,4.7
389,1209,4.0,2.8,2.6
1359,1195,2.9,4.9,3.5
119,1250,2.7,3.6,4.0
1176,1272,3.2,2.7,2.5
187,1176,3.0,4.4,3.2
168,1006,2.7,3.0,3.6
307,1122,4.1,4.5,4.0
720,1094,3.0,3.6,4.3
1438,1251,2.7,3.4,4.3
1149,1210,2.8,3.6,4.9
778,1005,3.7,2.9,4.6
83,1101,4.1,3.5,3.5
870,1006,4.7,2.9,2.6
411,1192,4.1,2.8,4.5
446,1011,3.1,2.5,4.0
112,1002,4.1,4.7,4.8
652,1148,3.3,2.8,2.7
593,1233,2.9,2.8,3.4
1121,1269,3.1,3.3,2.5
180,1171,2.7,3.0,4.4
840,1249,2.8,4.1,3.2
1173,1155,4.2,2.6,4.6
43,1068,3.7,4.0,4.1
140,1247,3.2,4.0,2.8
649,1241,4.2,3.1,2.8
567,1124,4.9,3.8,3.1
58,1055,4.5,4.1,4.2
1395,1106,4.3,3.8,2.8
1251,1041,3.0,4.8,2.5
1173,1172,4.4,3.7,2.6
1189,1051,3.7,3.5,3.9
580,1080,4.9,4.7,4.4
610,1055,4.0,5.0,3.6
1028,1207,2.7,4.7,4.9
1033,1188,2.9,3.7,3.9
1433,1217,3.2,3.6,2.6
459,1269,3.8,4.1,4.5
844,1144,3.4,3.8,3.0
1240,1266,4.3,2.9,4.4
1309,1196,4.2,4.3,3.7
97,1225,3.5,2.9,4.3
933,1008,3.2,3.7,4.1
424,1232,4.4,3.4,4.8
437,1002,4.7,4.1,3.3
15,1229,3.4,4.5,3.5
869,1100,3.9,2.9,4.7
1405,1002,2.5,2.8,3.0
879,1068,4.3,4.2,4.1
555,1005,2.9,4.7,3.2
1478,1165,2.9,3.5,4.0
443,1014,3.1,3.0,2.5
551,1090,4.6,2.9,2.9
632,1141,4.8,2.7,3.9
50,1000,2.9,2.5,2.5
644,1087,4.3,3.5,2.9
1035,1234,4.2,2.6,3.5
819,1006,2.5,4.8,4.7
172,1258,4.6,2.6,4.0
87,1106,3.6,3.0,3.7
833,1195,3.2,2.6,4.3
997,1016,4.0,2.6,4.4
976,1190,3.9,3.1,4.4
148,1245,3.8,2.9,2.9
513,1209,4.6,2.7,4.9
795,1241,3.1,4.6,4.2
731,1005,3.5,2.6,3.8
1061,1264,3.7,4.1,3.3
587,1067,3.2,2.8,4.2
402,1267,3.5,4.6,3.7
12,1165,3.6,2.8,3.2
643,1276,4.3,4.3,3.4
1053,1134,2.5,3.3,3.7
1239,1004,3.0,3.6,3.6
730,1143,3.6,2.9,3.1
86,1135,2.8,5.0,4.7
607,1106,4.5,2.8,4.1
489,1040,4.5,3.1,4.3
1259,1082,4.9,3.2,4.8
743,1249,4.3,3.5,3.2
320,1029,4.5,2.8,4.4
1033,1183,3.6,3.7,4.1
143,1271,3.5,3.4,4.9
1317,1008,4.7,4.4,3.6
1303,1229,4.2,4.5,4.0
1197,1003,3.0,4.9,4.5
49,1227,4.7,4.5,3.7
34,1219,4.6,2.8,3.9
880,1087,2.5,2.7,4.6
535,1232,4.0,3.9,2.9
834,1063,4.2,2.6,2.9
479,1243,3.9,3.6,3.2
1448,1141,3.2,4.4,2.9
469,1105,3.2,3.6,3.3
485,1193,3.0,4.6,3.9
891,1204,3.6,4.4,2.5
437,1006,3.4,3.2,3.8
571,1248,4.4,3.4,4.4
1175,1230,3.5,3.9,3.2
1272,1079,3.7,3.0,3.6
25,1007,4.3,2.7,2.5
337,1203,4.9,4.0,3.1
1200,1009,4.7,4.1,3.3
643,1274,4.4,3.2,2.7
1182,1247,4.3,3.1,4.5
1230,1159,4.0,4.6,2.6
1066,1254,4.5,3.7,2.7
88,1019,4.2,2.6,3.7
924,1030,4.1,3.5,2.7
7,1248,3.1,3.8,4.8
85,1108,3.2,3.0,2.6
535,1239,4.3,2.7,4.4
351,1240,4.6,4.9,3.4
1078,1252,3.5,4.7,4.6
854,1123,2.8,4.7,4.4
443,1053,3.5,4.8,4.8
224,1082,4.5,3.4,3.2
1437,1245,4.2,3.8,4.5
456,1251,4.4,3.9,4.8
95,1246,2.9,3.7,4.2
1328,1154,3.9,2.8,4.4
269,1008,3.3,2.6,3.6
85,1086,4.6,3.9,2.6
131,1227,4.9,3.4,4.4
730,1134,3.6,3.3,2.6
1216,1140,4.3,3.6,4.8
961,1258,4.0,3.1,2.6
810,1133,3.7,3.6,3.0
720,1109,4.5,3.7,4.5
1003,1239,4.8,3.9,2.8
1202,1106,4.3,3.6,4.7
1289,1253,3.7,3.9,3.2
709,1015,2.7,2.5,3.8
606,1225,3.8,3.8,3.3
778,1007,3.8,3.3,4.0
1292,1008,4.6,3.5,4.4
6,1046,3.9,3.0,4.2
334,1267,2.9,3.8,4.0
137,1131,4.6,4.4,5.0
153,1235,2.6,4.6,4.5
172,1255,4.1,4.6,4.6
709,1054,4.1,3.9,2.8
688,1091,2.8,3.6,3.2
9,1092,4.6,3.6,4.3
694,1224,2.7,4.7,4.2
1105,1203,3.6,3.5,3.0
528,1004,4.6,4.4,3.5
781,1208,2.9,4.8,4.2
1228,1210,4.7,3.7,4.9
835,1192,4.0,2.9,4.6
677,1248,4.6,2.7,5.0
235,1266,4.5,4.8,3.7
1181,1136,3.9,3.5,3.3
320,1066,4.7,3.0,4.5
681,1037,3.7,3.6,4.8
1167,1141,2.5,3.6,4.6
261,1216,4.0,2.9,4.0
812,1090,2.9,3.0,4.2
943,1086,3.8,4.9,3.1
677,1245,4.7,4.2,3.1
1311,1131,3.3,4.2,4.1
37,1274,4.2,2.8,3.4
802,1240,3.9,4.9,3.6
377,1006,5.0,4.0,2.7
1491,1139,3.3,3.8,3.0
255,1118,3.4,5.0,3.8
1050,1182,4.9,3.2,3.9
801,1274,3.8,4.4,4.1
1008,1140,3.1,2.6,2.9
903,1006,4.7,4.2,4.4
1054,1008,3.7,3.8,3.5
103,1260,3.8,4.8,3.5
981,1202,3.4,4.1,4.2
1039,1268,4.2,3.4,4.1
620,1277,3.9,4.4,4.8
1056,1260,2.6,3.4,4.6
306,1248,4.7,4.0,4.3
1291,1004,2.9,4.6,3.8
51,1244,3.3,3.0,3.6
782,1229,2.6,3.7,4.8
1433,1194,4.9,3.5,3.2
1309,1195,3.6,2.6,2.6
542,1205,4.1,2.6,4.1
1363,1187,4.7,4.6,3.6
660,1252,3.5,3.8,4.0
1411,1038,3.5,2.9,4.7
1473,1182,3.2,3.2,3.8
1363,1153,4.4,2.6,4.6
1023,1225,3.6,3.8,4.1
1133,1243,4.9,4.9,3.0
1212,1221,4.1,4.1,2.7
19,1083,3.5,2.5,4.8
188,1126,4.2,4.3,4.7
211,1000,3.5,2.8,4.5
937,1142,3.5,2.8,3.9
515,1214,3.8,4.6,3.1
152,1083,2.8,2.6,4.4
327,1019,2.9,4.8,3.0
823,1059,4.8,3.2,3.2
340,1186,3.3,4.0,4.1
753,1045,3.0,3.1,5.0
